company,title,salary,location,submit date,start date
SAMSUNG SDI AMERICA INC,MARKETING MANAGER,"134,306","STAMFORD, CT",06/30/2023,07/01/2023
SAMSUNG SDI AMERICA INC,MARKETING MANAGER,"134,306","STAMFORD, CT",06/30/2023,07/01/2023
SAMSUNG SDI AMERICA INC,MECHANICAL DESIGN ENGINEER,"83,640","AUBURN HILLS, MI",02/04/2020,08/05/2020
SAMSUNG SDI AMERICA INC,MECHANICAL DESIGN ENGINEER,"92,595","AUBURN HILLS, MI",01/22/2020,06/13/2020
SAMSUNG SDI AMERICA INC,QUALITY CONTROL MANAGER,"110,000","AUBURN HILLS, MI",02/10/2021,02/15/2021
SAMSUNG SDI AMERICA INC,QUALITY CONTROL SYSTEMS MANAGER,"110,000","AUBURN HILLS, MI",02/02/2021,02/14/2021
SAMSUNG SDI AMERICA,QUALITY CS MANAGER,"130,680","AUBURN HILLS, MI",11/21/2023,12/15/2023
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"67,000","AUBURN HILLS, MI",02/13/2019,08/10/2019
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"76,000","AUBURN HILLS, MI",03/13/2019,09/10/2019
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"76,500","AUBURN HILLS, MI",02/04/2020,02/17/2020
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"76,500","AUBURN HILLS, MI",02/04/2020,02/17/2020
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"77,500","AUBURN HILLS, MI",02/11/2020,02/24/2020
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"85,000","AUBURN HILLS, MI",04/16/2024,10/01/2024
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"86,587","AUBURN HILLS, MI",09/30/2022,02/24/2023
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"91,000","AUBURN HILLS, MI",05/12/2022,05/30/2022
SAMSUNG SDI AMERICA INC,QUALITY ENGINEER,"103,755","AUBURN HILLS, MI",07/13/2020,10/12/2020
SAMSUNG SDI AMERICA INC,RESEARCH SCIENTIST,"111,363","CAMBRIDGE, MA",08/24/2023,10/01/2023
SAMSUNG SDI AMERICA INC,RESOURCE MANAGEMENT SPECIALIST,"57,117","AUBURN HILLS, MI",05/12/2023,10/01/2023
SAMSUNG SDI AMERICA INC,RESOURCE MANAGEMENT SPECIALIST,"63,000","AUBURN HILLS, MI",11/08/2022,11/28/2022
SAMSUNG SDI AMERICA INC,SENIOR FIELD APPLICATIONS ENGINEER,"129,272","AUBURN HILLS, MI",05/22/2023,10/03/2023
SAMSUNG SDI AMERICA INC,SENIOR FIELD APPLICATIONS ENGINEER,"140,000","SAN JOSE, CA",04/03/2020,10/03/2020
SAMSUNG SDI AMERICA INC,SENIOR FIELD APPLICATIONS ENGINEER,"158,038","SAN JOSE, CA",04/19/2023,10/03/2023
SAMSUNG SDI AMERICA INC,"SENIOR MANAGER, FIELD APPLICATIONS ENGINEER","145,000","SAN JOSE, CA",08/29/2019,09/16/2019
SAMSUNG SDI AMERICA INC,SOFTWARE ENGINEER,"92,030","AUBURN HILLS, MI",01/22/2020,04/25/2020
SAMSUNG SDI AMERICA INC,SUPPLIER QUALITY ENGINEER,"85,000","AUBURN HILLS, MI",06/03/2021,06/16/2021
SAMSUNG SDI AMERICA INC,SUPPLIER QUALITY ENGINEER,"85,101","AUBURN HILLS, MI",02/05/2021,05/08/2021
SAMSUNG SDI AMERICA INC,SUPPLIER QUALITY ENGINEER,"98,000","AUBURN HILLS, MI",07/12/2022,07/25/2022
SAMSUNG SDI AMERICA INC,SUPPLIER QUALITY ENGINEER,"100,000","AUBURN HILLS, MI",03/28/2023,04/10/2023
SAMSUNG SDI AMERICA INC,SYSTEMS ANALYSIS ENGINEER,"75,000","AUBURN HILLS, MI",12/10/2019,01/02/2020
SAMSUNG SDI AMERICA INC,SYSTEMS ENGINEER,"80,000","AUBURN HILLS, MI",03/20/2019,04/01/2019
SAMSUNG SDI AMERICA INC,SYSTEMS ENGINEER,"83,640","AUBURN HILLS, MI",02/04/2020,08/05/2020
SAMSUNG SDI AMERICA INC,SYSTEMS ENGINEER,"86,100","AUBURN HILLS, MI",01/25/2022,04/02/2022
SAMSUNG SDI AMERICA INC,SYSTEMS ENGINEER,"97,500","AUBURN HILLS, MI",03/15/2021,04/01/2021
SAMSUNG SDI AMERICA INC,SYSTEMS ENGINEER,"111,589","AUBURN HILLS, MI",03/05/2024,04/01/2024
SAMSUNG SDI AMERICA INC,SYSTEMS ENGINEER,"135,000","AUBURN HILLS, MI",05/02/2023,05/15/2023
SAMSUNG SDI AMERICA INC,TEST HARDWARE IN THE LOOP ENGINEER,"106,439","AUBURN HILLS, MI",06/03/2021,10/28/2021
SAMSUNG SDI AMERICA INC,THERMAL ENGINEER,"96,700","AUBURN HILLS, MI",07/17/2019,01/02/2020
SILA NANOTECHNOLOGIES INC,AUTOMATION & CONTROLS ENGINEER,"127,300","ALAMEDA, CA",05/23/2024,10/01/2024
SILA NANOTECHNOLOGIES INC,BATTERY EQUIPMENT ENGINEER,"155,106","ALAMEDA, CA",06/09/2023,07/10/2023
SILA NANOTECHNOLOGIES INCORPORATED,ENGINEER,"132,500","ALAMEDA, CA",04/27/2021,05/17/2021
SILA NANOTECHNOLOGIES INC,ENGINEER,"147,500","ALAMEDA, CA",09/27/2019,10/14/2019
SILA NANOTECHNOLOGIES INC,ENGINEER,"154,250","ALAMEDA, CA",06/11/2021,10/14/2021
SILA NANOTECHNOLOGIES INC,ENGINEER,"162,250","ALAMEDA, CA",04/21/2022,10/01/2022
SILA NANOTECHNOLOGIES INC,ENGINEER R&D OPERATIONS,"107,580","ALAMEDA, CA",09/25/2018,10/03/2018
SILA NANOTECHNOLOGIES INC,"ENGINEER, BATTERY ENGINEERING","117,000","ALAMEDA, CA",06/19/2019,06/28/2019
SILA NANOTECHNOLOGIES INC,"ENGINEER, BATTERY OPERATIONS","110,000","ALAMEDA, CA",09/29/2022,09/29/2022
SILA NANOTECHNOLOGIES INC,"ENGINEER, EQUIPMENT DESIGN & DEVELOPMENT","173,000","ALAMEDA, CA",01/28/2022,02/11/2022
SILA NANOTECHNOLOGIES INC,"ENGINEER, MANUFACTURING","112,000","ALAMEDA, CA",08/15/2022,10/10/2022
SILA NANOTECHNOLOGIES INC,"ENGINEER, MANUFACTURING","137,500","ALAMEDA, CA",05/26/2021,06/28/2021
SILA NANOTECHNOLOGIES INC,"ENGINEER, PROCESS DEVELOPMENT","170,000","ALAMEDA, CA",12/02/2021,01/11/2022
SILA NANOTECHNOLOGIES INC,"ENGINEER, R&D OPERATIONS","112,000","ALAMEDA, CA",05/04/2022,06/13/2022
SILA NANOTECHNOLOGIES INC,"ENGINEER, SOURCING OPERATIONS","133,515","ALAMEDA, CA",09/11/2023,10/14/2023
SILA NANOTECHNOLOGIES INC,"ENGINEER, SOURCING OPERATIONS","135,500","ALAMEDA, CA",03/13/2023,04/05/2023
SILA NANOTECHNOLOGIES INC,EQUIPMENT ENGINEER â MATERIALS HANDLING,"148,096","ALAMEDA, CA",04/28/2023,06/20/2023
SILA NANOTECHNOLOGIES INC,GLOBAL SUPPLY MANAGER,"129,563","ALAMEDA, CA",05/20/2024,10/14/2024
SILA NANOTECHNOLOGIES INC,GLOBAL SUPPLY MANAGER,"129,563","ALAMEDA, CA",04/22/2024,10/15/2024
SILA NANOTECHNOLOGIES INC,MANUFACTURING PROCESS ENGINEER,"134,000","ALAMEDA, CA",05/26/2022,07/11/2022
SILA NANOTECHNOLOGIES INC,NETWORK ENGINEER,"170,000","ALAMEDA, CA",07/19/2023,09/06/2023
SILA NANOTECHNOLOGIES INC,"NETWORK ENGINEER, SOFTWARE & DATA SYSTEMS","170,000","ALAMEDA, CA",08/25/2021,09/27/2021
SILA NANOTECHNOLOGIES INC,PROCESS ENGINEER - BULK SOLIDS HOLDING,"160,077","ALAMEDA, CA",11/01/2023,11/06/2023
SILA NANOTECHNOLOGIES INC,PROCESS ENGINEER - DESIGN,"108,300","ALAMEDA, CA",02/12/2020,03/09/2020
SILA NANOTECHNOLOGIES INC,"PRODUCT MANAGER, PRODUCT DEVELOPMENT","151,000","ALAMEDA, CA",05/07/2024,06/03/2024
SILA NANOTECHNOLOGIES INC,"PROGRAM MANAGER, PRODUCT DEVELOPMENT","151,000","ALAMEDA, CA",05/07/2024,06/03/2024
SILA NANOTECHNOLOGIES INC,PROJECT CONTROLS MANAGER,"176,000","ALAMEDA, CA",06/24/2022,07/11/2022
SILA NANOTECHNOLOGIES INC,PROJECT CONTROLS MANAGER,"171,000","ALAMEDA, CA",07/25/2022,08/29/2022
SILA NANOTECHNOLOGIES INC,R&D OPERATIONS ENGINEERING MANAGER,"185,000","ALAMEDA, CA",12/19/2022,02/27/2023
SILA NANOTECHNOLOGIES INC,R&D OPERATIONS MANAGER,"120,000","ALAMEDA, CA",08/10/2021,09/30/2021
SILA NANOTECHNOLOGIES INC,RESEARCH SCIENTIST - ELECTROLYTE MODELING,"128,000","ALAMEDA, CA",05/23/2024,10/01/2024
SILA NANOTECHNOLOGIES INC,SCIENTIST - SLURRY AND COATING DEVELOPMENT,"110,000","ALAMEDA, CA",03/19/2019,09/18/2019
SILA NANOTECHNOLOGIES INC,SENIOR BATTERY ENGINEER,"125,753","ALAMEDA, CA",05/11/2022,10/01/2022
SILA NANOTECHNOLOGIES INC,SENIOR DATA ENGINEER,"183,310","ALAMEDA, CA",06/09/2023,06/12/2023
SILA NANOTECHNOLOGIES INC,SENIOR DATA ENGINEER,"183,310","ALAMEDA, CA",04/13/2023,05/22/2023
SILA NANOTECHNOLOGIES INC,"SENIOR ENGINEER, R&D","114,546","ALAMEDA, CA",01/18/2024,02/01/2024
SILA NANOTECHNOLOGIES INCORPORATED,"SENIOR ENGINEER, SOURCING","118,000","ALAMEDA, CA",03/12/2020,04/06/2020
SILA NANOTECHNOLOGIES INC,SENIOR INDUSTRIAL ENGINEER,"106,000","MOSES LAKE, WA",05/17/2024,06/17/2024
SILA NANOTECHNOLOGIES INC,SENIOR INDUSTRIAL ENGINEER,"144,000","ALAMEDA, CA",07/06/2022,08/08/2022
SILA NANOTECHNOLOGIES INC,"SENIOR MANAGER, SUPPLY CHAIN BUSINESS OPERATIONS & ANALYTICS","151,736","ALAMEDA, CA",06/12/2024,10/11/2024
SILA NANOTECHNOLOGIES INC,"SENIOR MANAGER, SUPPLY CHAIN BUSINESS OPERATIONS & ANALYTICS","160,000","ALAMEDA, CA",09/10/2021,10/11/2021
SILA NANOTECHNOLOGIES INC,SR. CORPORATE STRATEGY MANAGER,"146,000","ALAMEDA, CA",03/27/2024,05/20/2024
SILA NANOTECHNOLOGIES INC,STAFF BATTERY ENGINEER,"167,856","ALAMEDA, CA",06/02/2022,06/28/2022
SILA NANOTECHNOLOGIES INC,"STAFF DEVELOPER, ERP","126,000","ALAMEDA, CA",06/10/2024,07/15/2024
SILA NANOTECHNOLOGIES INC,STAFF PROCESS ENGINEER,"104,582","MOSES LAKE, WA",04/12/2023,05/08/2023
SILA NANOTECHNOLOGIES INC,STAFF SUPPLIER QUALITY ENGINEER,"133,515","ALAMEDA, CA",03/18/2024,06/28/2024
SILA NANOTECHNOLOGIES INC,SUPPLIER QUALITY ENGINEER,"125,000","ALAMEDA, CA",06/11/2021,06/28/2021
SILA NANOTECHNOLOGIES INC,"TECHNICAL LEAD, ENTERPRISE MANUFACTURING APPLICATIONS","160,285","APEX, NC",08/09/2023,08/14/2023
SILA NANOTECHNOLOGIES INC,"TECHNICAL LEAD, ENTERPRISE MANUFACTURING APPLICATIONS","211,120","ALAMEDA, CA",04/28/2023,06/05/2023
SILA NANOTECHNOLOGIES INC,TECHNICAL PROGRAM MANAGER,"160,000","ALAMEDA, CA",03/15/2022,05/09/2022
SILA NANOTECHNOLOGIES INC,TECHNICAL PROJECT MANAGER,"177,000","ALAMEDA, CA",04/18/2023,05/01/2023
SF MOTORS INC,AUTOMOTIVE ENGINEER,"110,000","SANTA CLARA, CA",03/13/2019,09/01/2019
SF MOTORS INC,BATTERY ALGORITHMS ENGINEER,"110,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,"BATTERY ENGINEER, CELL DESIGN","116,000","SANTA CLARA, CA",03/15/2019,09/01/2019
SF MOTORS INC,"BATTERY ENGINEER, CELL DESIGN","120,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,"BATTERY ENGINEER, CELL DESIGN","120,000","SANTA CLARA, CA",02/27/2019,08/16/2019
SF MOTORS INC,"BATTERY ENGINEER, CELL TEST & QUALITY","116,000","SANTA CLARA, CA",02/22/2019,08/16/2019
SF MOTORS INC,BATTERY TECHNOLOGY MANAGER,"157,269","SANTA CLARA, CA",03/12/2019,09/01/2019
SF MOTORS INC,CONTROL & FIRMWARE ENGINEER,"110,000","SANTA CLARA, CA",03/18/2019,09/01/2019
SF MOTORS INC,"CONTROL ENGINEER, AUTONOMOUS DRIVING","140,000","SANTA CLARA, CA",02/19/2019,08/16/2019
SF MOTORS INC,CREATIVE DESIGNER,"105,000","SANTA CLARA, CA",05/03/2019,06/26/2019
SF MOTORS INC,CREATIVE DESIGNER,"105,000","SANTA CLARA, CA",05/14/2019,06/18/2019
SF MOTORS INC,"ELECTRICAL ENGINEER, POWER ELECTRONICS","120,000","SANTA CLARA, CA",03/08/2019,09/01/2019
SF MOTORS INC,"ENGINEER, FIRMWARE","120,000","SANTA CLARA, CA",03/01/2019,08/16/2019
SF MOTORS INC,"ENGINEER, POWERTRAIN CONTROL","108,000","SANTA CLARA, CA",02/28/2019,08/16/2019
SF MOTORS INC,"ENGINEER, POWERTRAIN CONTROL","108,000","SANTA CLARA, CA",03/01/2019,08/16/2019
SF MOTORS INC,"ENGINEER, POWERTRAIN CONTROL","120,000","SANTA CLARA, CA",02/28/2019,08/16/2019
SF MOTORS INC,FIRMWARE ENGINEER,"103,000","SANTA CLARA, CA",02/22/2019,08/16/2019
SF MOTORS INC,FIRMWARE ENGINEER,"116,000","MILPITAS, CA",04/28/2023,10/01/2023
SF MOTORS INC,FIRMWARE ENGINEER,"126,000","SANTA CLARA, CA",05/07/2021,09/09/2021
SF MOTORS INC,FIRMWARE ENGINEER,"131,000","SANTA CLARA, CA",05/20/2022,08/16/2022
SF MOTORS INC,FIRMWARE ENGINEER,"136,000","MILPITAS, CA",07/27/2023,08/14/2023
SF MOTORS INC,IT INFRASTRUCTURE ENGINEER,"130,000","SANTA CLARA, CA",11/21/2018,11/30/2018
SF MOTORS INC,IT INFRASTRUCTURE ENGINEER,"130,000","SANTA CLARA, CA",11/28/2018,12/06/2018
SF MOTORS INC,IT INFRASTRUCTURE ENGINEER,"130,000","SANTA CLARA, CA",11/28/2018,12/06/2018
SF MOTORS INC,MACHINE & DEEP LEARNING ENGINEER,"130,000","SANTA CLARA, CA",02/20/2019,08/16/2019
SF MOTORS INC,MECHANICAL ENGINEER,"80,580","SANTA CLARA, CA",05/28/2019,06/05/2019
SF MOTORS INC,MECHANICAL ENGINEER,"81,786","SANTA CLARA, CA",09/16/2020,10/01/2020
SF MOTORS INC,MECHANICAL ENGINEER,"105,000","SANTA CLARA, CA",05/16/2022,10/01/2022
SF MOTORS INC,"MECHANICAL ENGINEER, BATTERY SYSTEMS","103,106","SANTA CLARA, CA",03/06/2019,03/15/2019
SF MOTORS INC,"MECHANICAL ENGINEER, BATTERY SYSTEMS","125,000","SANTA CLARA, CA",03/12/2019,09/01/2019
SF MOTORS INC,"MECHANICAL ENGINEER, POWER ELECTRONICS","100,000","SANTA CLARA, CA",04/25/2019,05/06/2019
SF MOTORS INC,"MECHANICAL ENGINEER, POWER ELECTRONICS","110,000","SANTA CLARA, CA",01/07/2022,05/06/2022
SF MOTORS INC,"MECHANICAL ENGINEER, POWERTRAIN CONTROL","104,000","SANTA CLARA, CA",06/30/2021,10/15/2021
SF MOTORS INC,"MECHANICAL ENGINEER, POWERTRAIN CONTROL","110,000","SANTA CLARA, CA",10/04/2018,10/15/2018
SF MOTORS INC,MECHANICAL POWERTRAIN CONTROL ENGINEER,"108,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,MECHANICAL POWERTRAIN CONTROL ENGINEER,"110,000","SANTA CLARA, CA",02/07/2020,04/08/2020
SF MOTORS INC,MECHANICAL POWERTRAIN CONTROL ENGINEER,"162,500","SANTA CLARA, CA",01/31/2020,04/08/2020
SF MOTORS INC,MOTOR CONTROL ENGINEER,"110,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,MOTOR DESIGN ENGINEER,"125,000","SANTA CLARA, CA",02/19/2019,08/16/2019
SF MOTORS INC,MOTOR ENGINEER,"125,000","SANTA CLARA, CA",03/15/2019,09/01/2019
SF MOTORS INC,"PERCEPTION ENGINEER, AUTONOMOUS DRIVING","135,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,PERCEPTION SOFTWARE ENGINEER,"100,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,"PLANNING & CONTROL ENGINEER, AUTONOMOUS DRIVING","175,000","SANTA CLARA, CA",02/19/2019,08/16/2019
SF MOTORS INC,POWERTRAIN CONTROL ENGINEER,"110,000","SANTA CLARA, CA",05/20/2022,10/01/2022
SF MOTORS INC,"SENIOR ELECTRICAL ENGINEER, POWER ELECTRONICS","145,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,"SENIOR ELECTRICAL ENGINEER, POWER ELECTRONICS","175,000","SANTA CLARA, CA",12/05/2019,12/16/2019
SF MOTORS INC,"SENIOR ENGINEER, POWERTRAIN CONTROL","135,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SF MOTORS INC,"SENIOR ENGINEER, POWERTRAIN CONTROL","135,000","SANTA CLARA, CA",02/28/2019,08/16/2019
SF MOTORS INC,SENIOR INTERIOR DESIGNER,"89,250","SANTA CLARA, CA",06/28/2019,12/12/2019
SF MOTORS INC,SENIOR THERMAL APPLICATIONS ENGINEER,"126,000","SANTA CLARA, CA",09/14/2021,11/19/2021
SF MOTORS INC,SENIOR THERMAL APPLICATIONS ENGINEER,"145,000","SANTA CLARA, CA",11/09/2018,11/19/2018
SF MOTORS INC,"SIMULATION ENGINEER, AUTONOMOUS DRIVING","105,000","SANTA CLARA, CA",03/15/2019,09/01/2019
SF MOTORS INC D/B/A SERES INC,SOFTWARE ENGINEER,"120,578","SANTA CLARA, CA",07/10/2020,07/20/2020
SF MOTORS INC,"SOFTWARE ENGINEER, POWERTRAIN CONTROL","131,000","SANTA CLARA, CA",05/16/2022,10/01/2022
SF MOTORS INC,SOFTWARE PRODUCT MANAGER,"165,000","SANTA CLARA, CA",03/04/2021,06/19/2021
SF MOTORS INC,SOFTWARE TEST ENGINEER,"98,509","MILPITAS, CA",04/29/2024,10/01/2024
SF MOTORS INC,SR. CONTROL SYSTEM ENGINEER,"110,000","SANTA CLARA, CA",05/27/2020,10/01/2020
SF MOTORS INC,SR. CONTROL SYSTEM ENGINEER,"110,000","SANTA CLARA, CA",06/19/2020,10/01/2020
SF MOTORS INC,"SR. ENGINEER, MOTOR CONTROL","130,000","SANTA CLARA, CA",02/28/2019,08/16/2019
SF MOTORS INC,SR. FIRMWARE ENGINEER,"123,000","SANTA CLARA, CA",05/27/2020,10/01/2020
SF MOTORS INC,SR. FIRMWARE ENGINEER,"123,000","SANTA CLARA, CA",06/19/2020,10/01/2020
SF MOTORS INC,SR. MECHANICAL ENGINEER - DRIVETRAIN,"107,000","SANTA CLARA, CA",06/15/2020,07/01/2020
SF MOTORS INC,"SR. MECHANICAL ENGINEER, POWER ELECTRONICS","141,000","MILPITAS, CA",04/29/2024,10/01/2024
SF MOTORS INC,SR. MECHANICAL POWERTRAIN CONTROL ENGINEER,"130,000","SANTA CLARA, CA",05/17/2022,10/01/2022
SF MOTORS INC,SR. POWERTRAIN CONTROL ENGINEER,"110,000","SANTA CLARA, CA",05/27/2020,10/01/2020
SF MOTORS INC,SR. POWERTRAIN CONTROL ENGINEER,"110,000","SANTA CLARA, CA",06/19/2020,10/01/2020
SF MOTORS INC D/B/A SERES INC,"SR. SOFTWARE ENGINEER, VEHICLE CONNECTIVITY","147,534","SANTA CLARA, CA",05/29/2020,06/15/2020
SF MOTORS INC D/B/A SERES INC,"STAFF ENGINEER, CONTROL & ARCHITECTURE","125,653","SANTA CLARA, CA",07/15/2020,09/08/2020
SF MOTORS INC,STAFF FIRMWARE ENGINEER,"168,000","SANTA CLARA, CA",05/30/2019,10/25/2019
SF MOTORS INC,"STAFF MECHANICAL ENGINEER, DRIVETRAIN","131,250","SANTA CLARA, CA",06/28/2019,07/16/2019
SF MOTORS INC,"STAFF MECHANICAL ENGINEER, DRIVETRAIN","138,000","MILPITAS, CA",03/02/2023,03/13/2023
SF MOTORS INC,"SYSTEM ENGINEER, AUTONOMOUS DRIVING","90,000","SANTA CLARA, CA",03/01/2019,08/16/2019
SF MOTORS INC,SYSTEM VALIDATION ENGINEER,"115,000","MILPITAS, CA",04/28/2023,10/01/2023
SF MOTORS INC,"SYSTEMS ENGINEER, PROTOTYPE VEHICLES","120,000","SANTA CLARA, CA",02/28/2019,08/16/2019
SF MOTORS INC D/B/A SERES INC,"TECH LEAD, POWER ELECTRONICS","113,589","SANTA CLARA, CA",07/07/2020,09/12/2020
SF MOTORS INC,TECHNICAL PROGRAM MANAGER,"125,000","SANTA CLARA, CA",02/27/2019,08/16/2019
SF MOTORS INC,"TECHNICAL PROGRAM MANAGER, DRIVETRAIN","125,000","SANTA CLARA, CA",03/08/2019,09/01/2019
SF MOTORS INC,TECHNICAL TRANSLATOR,"66,000","SANTA CLARA, CA",02/25/2019,08/16/2019
SION POWER CORPORATION,CHIEF CELL ENGINEER,"210,000","TUCSON, AZ",09/02/2021,09/13/2021
SION POWER CORPORATION,CHIEF CELL ENGINEER,"210,000","TUCSON, AZ",09/02/2021,09/13/2021
SION POWER CORPORATION,SR. MECHANICAL ENGINEER,"126,000","TUCSON, AZ",06/01/2021,06/21/2021
SION POWER CORPORATION,SR. MECHANICAL ENGINEER,"126,000","TUCSON, AZ",06/01/2021,06/21/2021
SOLIDENERGY SYSTEMS LLC,ASSISTANT CORPORATE CONTROLLER,"175,000","WOBURN, MA",10/25/2021,11/15/2021
SOLIDENERGY SYSTEMS LLC,ASSOCIATE SCIENTIST,"63,100","WOBURN, MA",05/26/2020,10/01/2020
SOLIDENERGY SYSTEMS LLC,BATTERY PACK DEVELOPMENT SCIENTIST,"125,000","WOBURN, MA",03/16/2019,09/15/2019
SOLIDENERGY SYSTEMS LLC,BATTERY PACK DEVELOPMENT SCIENTIST,"135,000","WOBURN, MA",03/16/2019,09/15/2019
SOLIDENERGY SYSTEMS LLC,BATTERY PACK MECHANICAL ENGINEER,"82,500","WOBURN, MA",03/15/2019,09/14/2019
SOLIDENERGY SYSTEMS LLC,CATHODE LEADER,"160,000","WOBURN, MA",03/14/2021,04/05/2021
SOLIDENERGY SYSTEMS LLC,CATHODE LEADER,"175,000","WOBURN, MA",04/01/2024,05/01/2024
SOLIDENERGY SYSTEMS LLC,CATHODE LEADER,"175,000","WOBURN, MA",04/18/2023,07/06/2023
SOLIDENERGY SYSTEMS LLC,CELL ENGINEER,"110,000","WOBURN, MA",03/09/2022,03/28/2022
SOLIDENERGY SYSTEMS LLC,CORPORATE CONTROLLER,"240,000","WOBURN, MA",03/19/2021,04/05/2021
SOLIDENERGY SYSTEMS LLC,DATA SCIENTIST MATERIALS SCIENCE,"105,000","WOBURN, MA",05/13/2020,10/01/2020
SOLIDENERGY SYSTEMS LLC,MACHINE LEARNING SCIENTIST LLM,"138,000","COLMA, CA",05/09/2024,05/13/2024
SOLIDENERGY SYSTEMS LLC,MACHINE LEARNING SCIENTIST LLM,"138,000","COLMA, CA",05/06/2024,05/13/2024
SOLIDENERGY SYSTEMS LLC,MANAGEMENT ANALYST,"62,550","WOBURN, MA",04/09/2020,10/01/2020
SOLIDENERGY SYSTEMS LLC,"MANAGER, INVESTOR RELATIONS","62,550","WOBURN, MA",04/08/2020,10/01/2020
SOLIDENERGY SYSTEMS LLC,MARKET RESEARCH ANALYST,"63,500","WOBURN, MA",04/18/2023,10/01/2023
SOLIDENERGY SYSTEMS LLC,"SENIOR DIRECTOR, CELL ENGINEERING","200,000","WOBURN, MA",01/10/2022,01/31/2022
SOLIDENERGY SYSTEMS LLC,"SENIOR DIRECTOR, CELL ENGINEERING","200,000","WOBURN, MA",01/10/2022,01/24/2022
SOLIDENERGY SYSTEMS LLC,SENIOR ELECTROLYTE FORMULATIONS SCIENTIST,"85,000","WOBURN, MA",03/16/2019,09/15/2019
SOLIDENERGY SYSTEMS LLC,SENIOR ENGINEER,"75,000","WOBURN, MA",04/11/2023,10/01/2023
SOLIDENERGY SYSTEMS LLC,SENIOR SCIENTIST,"95,000","WOBURN, MA",03/22/2019,09/21/2019
SOLIDENERGY SYSTEMS LLC,SENIOR SCIENTIST,"140,000","WOBURN, MA",04/11/2024,10/01/2024
SOLIDENERGY SYSTEMS LLC,SENIOR SCIENTIST,"148,000","WOBURN, MA",05/15/2023,10/01/2023
SOLIDENERGY LLC,"SENIOR SCIENTIST, MACHINE LEARNING","150,000","WHITTIER, CA",01/12/2024,02/05/2024
SOLIDENERGY SYSTEMS LLC,SENIOR SCIENTIST-MATERIAL DEVELOPMENT,"115,000","WOBURN, MA",04/13/2021,10/01/2021
SOLIDENERGY SYSTEMS LLC,VICE PRESIDENT & CORPORATE CONTROLLER,"260,000","WOBURN, MA",10/06/2023,02/26/2024
SOLIDENERGY SYSTEMS LLC,"VICE PRESIDENT, DEEP LEARNING","300,000","BELMONT, CA",02/09/2024,02/16/2024
TESLA INC,3D VISUALIZATION SPECIALIST III,"88,000","HAWTHORNE, CA",03/01/2021,07/02/2021
TESLA INC,3D VISUALIZATION SPECIALIST IV,"107,000","HAWTHORNE, CA",03/24/2023,07/02/2023
TESLA INC,ABUSE TEST ENGINEER,"115,000","PALO ALTO, CA",03/08/2019,09/01/2019
TESLA INC,ACCOUNTANT,"66,000","DRAPER, UT",04/20/2021,10/01/2021
TESLA INC,ACCOUNTANT,"85,000","DRAPER, UT",04/03/2023,10/01/2023
TESLA INC,ACCOUNTANT,"90,000","FREMONT, CA",07/26/2022,12/30/2022
TESLA INC,ACCOUNTING SPECIALIST,"85,000","FREMONT, CA",06/20/2022,07/04/2022
TESLA INC,ANALYST,"91,630","AUSTIN, TX",03/14/2024,09/13/2024
TESLA INC,ANALYST,"93,500","DRAPER, UT",05/21/2024,10/01/2024
TESLA INC,ANALYST,"97,354","AUSTIN, TX",06/17/2024,10/01/2024
TESLA INC,ANALYST,"97,354","AUSTIN, TX",06/05/2024,10/01/2024
TESLA INC,ANALYST,"99,000","SPARKS, NV",11/10/2020,11/23/2020
TESLA INC,ANALYST,"99,000","AUSTIN, TX",03/20/2024,04/01/2024
TESLA INC,ANALYST,"105,000","FREMONT, CA",04/25/2024,10/01/2024
TESLA INC,ANALYST,"110,000","FREMONT, CA",05/16/2024,10/01/2024
TESLA INC,ANALYST,"118,900","PALO ALTO, CA",05/21/2024,10/01/2024
TESLA INC,ANALYST,"130,000","PALO ALTO, CA",01/04/2024,01/15/2024
TESLA INC,ANALYST,"130,000","PALO ALTO, CA",02/19/2024,02/19/2024
TESLA INC,ANALYST BUSINESS INTELLIGENCE,"95,000","AUSTIN, TX",04/18/2022,10/01/2022
TESLA INC,"ANALYST II, GLOBAL CAPITAL MARKETS","112,000","FREMONT, CA",03/01/2019,07/18/2019
TESLA INC,"ANALYST, BUSINESS OPERATIONS","100,000","FREMONT, CA",03/19/2019,03/20/2019
